,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
91,thrillville,PlayStation 2,TheHumbleGamer,User,"I have seen many people confuse Thrillville and Rollercoaster Tycoon over the years, and the first thing that must be made apparent in this review is that they are most certainly not the same.

While Rollercoaster Tycoon focuses specifically on a more complex building aspect of making a theme park, Thrillville offers a much more casual experience that pre-sets many things for you but still gives you more than enough freedom to experiment and play around with the tools the game provides. Think of it as a gateway game to Rollercoaster tycoon for children and those with little experience in the genre.

Thrillville presents you with a simple task - maintain existing themed rollercoaster parks and draw in the crowds to make lots of money. To achieve this task, you must build stalls, rides and rollercoasters to wow the guests and build up more money to buy bigger and better stuff down the line. You can walk around your parks to talk with guests and make friendships with them, which increases overall happiness of guests. You can also hire entertainers (to raise happiness), mechanics (to keep rides from breaking) and cleaners (to clear up rubbish and sick from guests).

Many of the games you place down in your parks are actual playable games that can become addictive if you're not careful. As for rollercoasters, there are various types but the game always limits how much you can do with them.  Though as a child, I never found that to be too much of a problem because there was still enough space to get almost any vision you had for a coaster built.

Thrillville also offers a plethora of missions for you to complete, with various categories spanning your guests to your games, you'll find beating these missions very rewarding and satisfying.

Overall I find Thrillville to be a rather unique game with a lot more to offer than meets the eye (if you're willing to give it a chance that is). I had a lot of fun with this game as a kid and even today I still find it enjoyable to play. This game really isn't as bad as some make it out to be.","May 3, 2017",8
92,gun club vr,PC,Gaming Nexus,Critic,"Just about everything works perfectly in Gun Club VR. The length of the shooting rounds is just right - not too short, not too long. It is easy to earn the dough required to be new weapons, and there is a sandbox level that will let you test them all out on a closed range before buying to ensure that you don’t waste your efforts on buying a gun that you end up hating. Short of finding an actual gun shop/club that offers this kind of all-inclusive and profoundly satisfying shooting environment, Gun Club VR is the way to go.","Sep 26, 2018",90
93,gun club vr,null,null,User,null,null,null
94,grimoire organizer,null,null,Critic,null,null,tbd
95,grimoire organizer,null,null,User,null,null,null
96,dnf duel dlc 3 battle mage,null,null,Critic,null,null,tbd
97,dnf duel dlc 3 battle mage,null,null,User,null,null,null
98,all i want for christmas are subgames,null,null,Critic,null,null,tbd
99,all i want for christmas are subgames,null,null,User,null,null,null
100,anime rpg isekai journey,null,null,Critic,null,null,tbd
101,anime rpg isekai journey,null,null,User,null,null,null
102,ven vr adventure,PC,COGconnected,Critic,"Ven VR Adventure is overall a solid platforming adventure that uses its many gameplay influences well. There are some nice courses to play through and a visually appealing world to unlock in around 5 hours. They’ve also improved the game from previous versions, allowing you to send Ven backward to retrace missed parts of a level. But I still wish that darn camera didn’t intrude on the fun so much; that issue and a general sameness were a letdown to what is otherwise a game with lots of positives.","Aug 12, 2021",75
103,ven vr adventure,null,null,User,null,null,null
104,the house of da vinci,PC,Meristation,Critic,"The House of Da Vinci is a puzzle based game similar to Fireproof's The Room. Leonardo Da Vinci is missing and your destiny as his most advanced pupil is to find him. Al tough the resolution of puzzles is quite ingenious, controls and camera are very imprecise.","Apr 16, 2018",70
105,the house of da vinci,PC,Cyber_Angel,User,Great puzzle game with a helpful hint system and intriguing contraptions to tinker with. Unsatisfactory ending.,"Apr 16, 2021",7.1
106,the wheel,null,null,Critic,null,null,tbd
107,the wheel,null,null,User,null,null,null
108,park beyond chicken run dawn of the nugget,null,null,Critic,null,null,tbd
109,park beyond chicken run dawn of the nugget,null,null,User,null,null,null
110,paper flight future battles,null,null,Critic,null,null,tbd
111,paper flight future battles,null,null,User,null,null,tbd
112,air fight sky fighters,null,null,Critic,null,null,tbd
113,air fight sky fighters,null,null,User,null,null,null
114,arietta of spirits,Nintendo Switch,Gaming Age,Critic,"Arietta of Spirits won’t wow you like some of the best Zelda-inspired games, but it’s still got some niceness at its core. That may not make it a classic, but it’s enough to make it fun enough while it lasts.","Jan 24, 2022",68
115,arietta of spirits,Nintendo Switch,Movies Games and Tech,Critic,"Arietta of Spirits is perfect if you’re looking for a short pretty RPG to tackle on a rainy weekend inside. But if you’re looking for something with more substance, I’d say this little Indie misses the mark. I enjoyed this game despite its small flaws.","Jan 27, 2022",70
116,arietta of spirits,Nintendo Switch,Key19,User,"The combat is pretty basic and doesn't really progress. Short sword with a single slash animation, roll, and eventually a force field shield. That's the whole game. No other weapons, no sword upgrade. Not the end of the world because the game isn't very long (100% completion, hard mode, first blind playthrough save file clocked at 4 hrs and 8 mins), but I can see some people finding it tedious despite the game's brevity.

The real draws here are the emotional storyline and beautiful pixel art, but it's worth noting that the bosses were fun despite the basic combat mechanics of the game. ""Bullet hell"" attacks were commonly utilized in boss battles, so make of that what you will.

Overall, a short, simple, beautiful game with an engaging storyline. Not the greatest game ever made by any means, but certainly an enjoyable one. I paid $10 for it and I think that's the sweet spot for value.","Dec 29, 2021",6.6
117,arietta of spirits,Nintendo Switch,heybranny,User,"Nothing incredible, but a cute adventure with a decent enough story. Nice casual game. Worth picking up on sale.","Jan 13, 2023",6
118,yuletide legends who framed santa claus,Xbox Series X,TheXboxHub,Critic,"This is not one of Artifex Mundi’s best: it’s a meandering, weirdly earnest story, and the hidden object puzzles are more fiddly than they needed to be. We weren’t exactly ‘bah humbug’ while playing Yuletide Legends: Who Framed Santa Claus?, but we were at least a little crotchety.","Dec 19, 2023",60
119,yuletide legends who framed santa claus,null,null,User,null,null,null
120,teenage mutant ninja turtles shredders revenge 2023 2,null,null,Critic,null,null,tbd
121,teenage mutant ninja turtles shredders revenge 2023 2,null,null,User,null,null,null
122,hirilun,PlayStation 5,The Games Machine,Critic,"Hirilun doesn't mess around and immediately presents itself for what it is: an extremely fast, difficult, and punishing first person runner where even the smallest error can make the difference between a great and a failed run. It takes a long time to memorize the optimal route, only to have you bitterly discover that there is actually a much faster way to the finish line, although it requires even greater precision. Definitely intended for hardcore audiences who are not scared to try the same jump hundreds of times before finding perfection. A game for the few, but those few will like it.","Dec 17, 2023",76
123,hirilun,null,null,User,null,null,null
124,stickmans arena,PlayStation 5,PlayStation Country,Critic,Stickman's Arena takes all of its inspiration from Brotato but fails to get close to its greatness in any facet.,"Dec 18, 2023",30
125,stickmans arena,null,null,User,null,null,null
126,survival raft simulator lost at sea,null,null,Critic,null,null,tbd
127,survival raft simulator lost at sea,null,null,User,null,null,null
128,ralph and the blue ball,null,null,Critic,null,null,tbd
129,ralph and the blue ball,null,null,User,null,null,null
130,trinity fusion,PC,Softpedia,Critic,"Trinity Fusion is built around a combat system that’s easy to understand but hard to master. I like the focus on picking the best mix of weapons and Amplifiers, creating synergies that make handling both groups and individuals easy. The rogue-lite elements are not very deep, but they offer players extra options to tweak their playstyle. Choice matters and there’s plenty of space for experimentation. The narrative is just interesting enough to keep players engaged in the long term. The apocalyptic theme should have been used to increase the weirdness level of both worlds and enemies.  Trinity Fusion has good mechanics and i8t will welcome both newcomers, thanks to the Hyper system, and veterans.","Dec 19, 2023",81
131,trinity fusion,null,null,User,null,null,6.2
132,trinity fusion,null,null,User,null,null,null
133,emergency call the attack squad,null,null,Critic,null,null,tbd
134,emergency call the attack squad,null,null,User,null,null,null
135,everlune,null,null,Critic,null,null,tbd
136,everlune,null,null,User,null,null,null
137,metro quester,null,null,Critic,null,null,tbd
138,metro quester,null,null,User,null,null,null
139,western slot machine,null,null,Critic,null,null,tbd
140,western slot machine,null,null,User,null,null,null
141,affected the manor,PlayStation 4,PlayStation Universe,Critic,"Only a game due to the fact that one must handle a controller to experience it, Affected: The Manor is better described as a brief trip into a decently designed fun-house. There's nothing wrong with that, but there's also nothing notable about it. With no gameplay to speak of, Affected is strictly one and done.","Nov 29, 2018",50
142,affected the manor,null,null,User,null,null,null
143,cooking simulator vr,PC,Android Central,Critic,"Like any other “X Simulator” game, the appeal of Cooking Simulator VR is admittedly niche. However, those with a passing interest in the concept will find a lot to like. Cooking Simulator VR gives players access to goof off and learn recipes in the comfort of a virtual kitchen. Anyone looking for a bit more challenge to put their skills to the test will find a surprisingly enjoyable career mode, too.","Aug 17, 2022",80
144,cooking simulator vr,null,null,User,null,null,null
145,make love not war,null,null,Critic,null,null,tbd
146,make love not war,null,null,User,null,null,null
147,farm tycoon,Nintendo Switch,Pure Nintendo,Critic,"Admittedly, Farm Tycoon’s buggy on the Switch, and missing touch screen support leaves SONKA in the hot seat. But the amount of content, and the variety therein, combined with its addictive nature, makes this a good, if sloppy, pick for genre fans.","Jun 30, 2022",70
148,farm tycoon,Nintendo Switch,Jean_1,User,Good tycoon game about farming for all who has a lot of free time. Very addictive.,"Jul 8, 2022",6.9
149,archery blast,null,null,Critic,null,null,tbd
150,archery blast,null,null,User,null,null,tbd
151,criminal expert,null,null,Critic,null,null,tbd
152,criminal expert,null,null,User,null,null,null
153,galactic lords,null,null,Critic,null,null,tbd
154,galactic lords,null,null,User,null,null,null
155,granblue fantasy versus rising,PlayStation 5,PlayStation Universe,Critic,"There is a lot to love about Granblue Fantasy Versus Rising. From its excellent story mode, simple yet complex combat that's made accessible to every type of player. But what steels the show is the extremely fun Grand Brute mode. There is a lot to love about Granblue Fantasy Versus Rising, and it's easily the sleeper-hit fighting game this year.","Dec 16, 2023",81
156,granblue fantasy versus rising,null,null,User,null,null,6.4
157,granblue fantasy versus rising,null,null,User,null,null,null
158,gnosia,Nintendo Switch,Digitally Downloaded,Critic,"Gnosia might not be a new concept – there are so many video games out there that feature death games with deception at the core of them. Last year’s Quantum Suicide even set the scene in space and had a less-than-benevolent AI pulling many of the strings, just like Gnosia does. But Gnosia is something rare: it is really, truly different. The developers wanted to take this common-enough concept and craft something that was truly their own, and not only have you got here a game that you won’t forget in a hurry, it’s also going to have you actively thinking about just how smart it is for some time to come.","Mar 10, 2021",82
159,gnosia,Nintendo Switch,Nintenderos,Critic,"Gnosia is a great Game. Releasing in the West, this title invites us to use logic to find the infiltrator in games with loops that last fifteen minutes and that end up telling a well-crafted bigger story with an incredible atmosphere.","Mar 4, 2021",90
160,gnosia,Nintendo Switch,KazuraCollins88,User,"This is one of THE BEST games I've played. For real, I obsessed with it for days.","Mar 26, 2022",8.4
161,gnosia,Nintendo Switch,Felipecrit,User,"I loved this game, i can say it moved me. A great adventure with multiple plot twists and intresting characters. Outstanding mechanics that make the discutions really fun and challenging, but also rewarding. Loved the last hours of the game which elevate the whole experience even more. If you're pacient and like a good story with great characters, please do yourself a favour and play this game","Apr 20, 2021",10
162,not for broadcast vr,PC,Road to VR,Critic,"There's no denying the underlying game is fantastic, as Not For Broadcast confronts you with moral quandaries as you slowly become a well-oiled cog in a dystopian propaganda machine. While the game's binary button pushing wasn't as VR-native as we would have liked, the base game translates extremely well to VR, feeling decidedly more at home on VR headsets than on flatscreen monitors.","Mar 20, 2023",85
163,not for broadcast vr,null,null,User,null,null,null
164,kemco rpg selection vol 11,null,null,Critic,null,null,tbd
165,kemco rpg selection vol 11,null,null,User,null,null,null
166,cookie cutter,PlayStation 5,Digital Chumps,Critic,Cookie Cutter is hyper-violent translation of old-school Metroidvanias that gracefully does not allow itself to get bogged down with convoluted modern flourishes. Exploration tools drop the player into a satisfying progression loop that doesn’t rely on random elements and combat is not overtly punishing. But it’s Cookie Cutter‘s unique visual palette and uncompromising absurdity that truly leave a bloody impression before ever allowing itself to grow stale.,"Dec 14, 2023",77
167,cookie cutter,PlayStation 5,Hobby Consolas,Critic,"Cookie Cutter is not just another metroidvania. Like so many others, it manages to find its place with its own ideas and aesthetics, that doesn't ""hold back"" and lets its gore and hyperviolent touch flow, with a macabre and punk humor. Too bad that some aspects need a little polishing, because it is fun and manages to catch.","Dec 16, 2023",82
168,cookie cutter,PlayStation 5,archdlx,User,"Wonderful blend of action combat and classic Metroidvania. Beautiful animation, inspiring main character and so punk rock. Highly Recommended!","Dec 19, 2023",6.5
169,cookie cutter,PlayStation 5,SubcultTeam,User,"Ok, I'm the director of the game ,I don't want to pretend that I'm someone else giving the game  a vote  (and I could) I'm voting 9 just to raise the media cause of that a55h0l3 that gave us zero .
XD

I wish you the worst man <3","Dec 20, 2023",9
170,hidden paws,null,null,Critic,null,null,tbd
171,hidden paws,null,null,User,null,null,null
172,crazy chicken x,null,null,Critic,null,null,tbd
173,crazy chicken x,null,null,User,null,null,null
174,five nights at freddys help wanted 2,null,null,Critic,null,null,tbd
175,five nights at freddys help wanted 2,PlayStation 5,ggasping,User,itsa very very very very very very very very very very very very very very very good game,"Dec 19, 2023",8.8
176,raccoo venture,Nintendo Switch,GameGrin,Critic,"Raccoo Venture is a game that is full of nostalgia for 3D platformers on the N64. With fun characters and challenging puzzles to solve, this game will keep you entertained for hours.","Dec 18, 2023",80
177,raccoo venture,null,null,User,null,null,null
178,aztek tiki talisman,null,null,Critic,null,null,tbd
179,aztek tiki talisman,null,null,User,null,null,null
180,epic roller coasters,null,null,Critic,null,null,tbd
181,epic roller coasters,null,null,User,null,null,null
182,aero fighters,null,null,Critic,null,null,tbd
183,aero fighters,null,null,User,null,null,null
184,custom mech wars,PlayStation 5,PSX Brasil,Critic,"Custom Mech Wars is a fun game if you like creating and testing mechs and repeating this cycle over and over again. It is a title aimed at this niche of player and, in addition, it lacks important options such as publishing your mechs online or a greater variety of scenarios in the campaign. I hope D3Publisher continues with the idea, as it has the potential to be something special.","Dec 23, 2023",53
185,custom mech wars,null,null,User,null,null,null
186,towers and powers,null,null,Critic,null,null,tbd
187,towers and powers,null,null,User,null,null,null
188,run show quest,null,null,Critic,null,null,tbd
189,run show quest,null,null,User,null,null,null
190,listeria wars,Xbox Series X,TheXboxHub,Critic,"As a quick tower-defence shot in the arm, Listeria Wars just about works. There’s a cracking immune system theme, which makes a change from all the towers and turrets that we are used to. But it’s so overrun with minor issues that we eventually had to put it down.","Jun 25, 2023",50
191,listeria wars,null,null,User,null,null,null
192,hell well,null,null,Critic,null,null,tbd
193,hell well,null,null,User,null,null,null
194,my lovely dog adventure,null,null,Critic,null,null,tbd
195,my lovely dog adventure,null,null,User,null,null,tbd
196,rising dusk,Xbox Series X,TheXboxHub,Critic,"If you are in the market for a platformer that brings something new to the table, then I would hazard a guess that you have found it in Rising Dusk. It’s a charming game, and the new anti-coin mechanic just brings a little extra spice to proceedings.","Dec 17, 2023",80
197,rising dusk,null,null,User,null,null,null
198,shot block,null,null,Critic,null,null,tbd
199,shot block,null,null,User,null,null,null
200,hammerwatch ii,PC,Gaming Nexus,Critic,"Hammerwatch II gets into the meat of its gameplay right away. I loved looking for better gear and never felt like I wasn’t progressing toward something the entire time I played. I also loved the freedom to do side-quests when I wanted, no longer beholden to the linear story of the first Hammerwatch. Is it hard? You better believe it, but with multiple difficulty settings to choose from, anyone who is interested in Hammerwatch II won’t have a problem getting into the game. With so many new RPG games this year, it’s easy to see how Hammerwatch II could go unnoticed. While it might not look different, I challange anyone who is into the genre to spend two hours playing and not want to play more. If the developer can fix a couple of minor issues, like group loot in multiplayer games, this will hopefully find some legs to go the distance I feel it can.","Aug 14, 2023",67
201,hammerwatch ii,null,null,User,null,null,null
202,bear and breakfast,PC,Gfinity,Critic,"Bear and Breakfast offers players a pleasant collection of activities, interlaced with a wholesome story and loveable characters in a whimsical nature-filled world.","Jul 27, 2022",72
203,bear and breakfast,PC,TheGamer,Critic,"Bear and Breakfast is an in-depth management sim that is all too easy to enjoy for hours on end. There’s plenty of quirky humour alongside an unfolding story filled with mysterious undertones, gorgeous 2D graphics, and classic genre goodness.","Jul 27, 2022",80
204,bear and breakfast,null,null,User,null,null,7.8
205,bear and breakfast,null,null,User,null,null,null
206,bear and breakfast,null,null,User,null,null,null
207,citydriver,null,null,Critic,null,null,tbd
208,citydriver,null,null,User,null,null,tbd
209,potion craft alchemist simulator,PC,GameGrin,Critic,"Potion Craft lets players put on their chemist hats and strategically brew a plethora of potions. A medieval backdrop provides a casual environment to discover new recipes, earn some coin, and become a master alchemist.","Jan 2, 2023",76
210,potion craft alchemist simulator,PC,Cubed3,Critic,"Potion Craft is a great little indie title, offering a deep enough system for players to get lost in and play for a long time, but balanced enough for shorter play sessions to satisfy. Its aesthetic and atmosphere increase the enjoyment of its core mechanics. Highly recommended to players of all ilks.","Jun 8, 2023",80
211,potion craft alchemist simulator,PC,Shaqkee,User,El juego es muy bueno! Sin darme cuenta le metí 2 horas y va todo muy entretenido. Me hubiese gustado solo que los controles sean más cómodos,"Feb 5, 2023",7.1
212,potion craft alchemist simulator,PC,Aviro4,User,Impressively original concept and art. A mad spin on the genre performed as well as it can be!,"Oct 1, 2021",10
213,formula retro racing world tour,Xbox One,TheXboxHub,Critic,"Formula Retro Racing: World Tour is an extremely enjoyable racer. The action is fast and furious, and while the AI feels a bit cheap as the levels rise, it is a solid enough racing game to keep you coming back for more.","Apr 10, 2023",90
214,formula retro racing world tour,null,null,User,null,null,null
215,potion craft alchemist simulator,PC,GameGrin,Critic,"Potion Craft lets players put on their chemist hats and strategically brew a plethora of potions. A medieval backdrop provides a casual environment to discover new recipes, earn some coin, and become a master alchemist.","Jan 2, 2023",76
216,potion craft alchemist simulator,PC,Cubed3,Critic,"Potion Craft is a great little indie title, offering a deep enough system for players to get lost in and play for a long time, but balanced enough for shorter play sessions to satisfy. Its aesthetic and atmosphere increase the enjoyment of its core mechanics. Highly recommended to players of all ilks.","Jun 8, 2023",80
217,potion craft alchemist simulator,PC,Shaqkee,User,El juego es muy bueno! Sin darme cuenta le metí 2 horas y va todo muy entretenido. Me hubiese gustado solo que los controles sean más cómodos,"Feb 5, 2023",7.1
