,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
23,guilty gear strive additional character 11 elphelt,null,null,User,null,null,null
24,choice clash what would you rather,null,null,Critic,null,null,tbd
25,choice clash what would you rather,null,null,User,null,null,null
26,the finals,PC,Game Informer,Critic,"The Finals has given me some of my favorite multiplayer moments in 2023. Whether actively engaging in vertical combat or excitedly scaling rooftops on the way to the next objective, navigating the environments feels incredible, and the thrill of watching the ground disappear from below my feet never gets old. In a year of groundbreaking video game releases, The Finals is yet another highlight.","Dec 23, 2023",79
27,the finals,PC,Multiplayer.it,Critic,Quotation forthcoming.,"Dec 23, 2023",80
28,the finals,PC,Jango_Fett,User,"""The Finals,"" as an online FPS game, delivers an adrenaline-pumping experience. The graphics are top-notch, immersing players in stunning virtual battlegrounds. The gameplay mechanics are well-crafted, offering a seamless and responsive interface. The diverse range of weapons and strategic elements adds depth to the competition. The online multiplayer mode ensures dynamic and intense matches, creating a sense of camaraderie among players. Overall, ""The Finals"" is a thrilling FPS game that successfully blends immersive visuals with engaging gameplay, making it a standout in the genre.","Dec 22, 2023",7.5
29,the finals,PC,Beefcake_101,User,A refreshing new take on the FPS genre with destruction mechanic's that mean every match has some new unique experience.,"Dec 17, 2023",10
30,fearmonium,null,null,Critic,null,null,tbd
31,fearmonium,null,null,User,null,null,null
32,save the world,null,null,Critic,null,null,tbd
33,save the world,null,null,User,null,null,null
34,resident evil 4 vr mode,PlayStation 5,PlayStation Universe,Critic,"Resident Evil 4 Remake's VR mode is an immersive thrill ride from beginning to end, and what was already one of the best games ever made has been elevated to new heights on the PS VR2. It is truly a must-play experience for anyone with a PS VR2.","Dec 23, 2023",89
35,resident evil 4 vr mode,PlayStation 5,COGconnected,Critic,"To sum it all up. As good as the flat version of the remake of Resident Evil 4 is, the VR version is the superior way to the play the game.","Dec 14, 2023",96
36,resident evil 4 vr mode,PlayStation 5,piotrsnc,User,"one of best vr games ever realesed, proof that converting flat aaa games to vr is the way to go","Dec 22, 2023",8.3
37,resident evil 4 vr mode,PlayStation 5,docnano,User,"This is one of the best games of all time, remade into one of the best games of 2023, and now made even better through immersive VR gameplay. The action is quick and intuitive, the visuals gorgeous and varied, and the danger feels very real. As a 3rd-person to 1st-person VR adaptation, there are some compromises such as brief changes to a 3rd-person view during melee attacks and flat-screen cutscenes.  The VR adaptation is also not quite as thorough as in Resident Evil Village... but it is just more *fun* to play than Village (and that's saying a lot). One of the best PSVR2 games in a year packed with great releases.  Highly recommended.","Dec 18, 2023",10
38,polyturbo drift racing simulator,null,null,Critic,null,null,tbd
39,polyturbo drift racing simulator,null,null,User,null,null,null
40,test expected behaviour,null,null,Critic,null,null,tbd
41,test expected behaviour,null,null,User,null,null,null
42,aircraft carrier survival,null,null,Critic,null,null,tbd
43,aircraft carrier survival,null,null,User,null,null,3.4
44,aircraft carrier survival,null,null,User,null,null,null
45,ancient dungeon vr,PC,Everyeye.it,Critic,"Ancient Dungeon VR is a great roguelike dungeon crawler in every respect. The proposed story is not very deep and confirms the essential setting for a truly fun playful package. The procedural generation of the levels guarantees a remarkable replayability, while we would welcome the debut of more creatures in the future. Particle effects and lights do not stand out, thanks to the voxel modeling that aims at simplicity, while realistic physics is the real surprise in light of its fundamental role, because it embellishes the clashes with a pinch of tacticism. The support for mods and the promising roadmap, finally, are what could further elevate the content value of Ancient Dungeon VR.","Sep 14, 2022",83
46,ancient dungeon vr,null,null,User,null,null,tbd
47,clumsy rush ultimate guys,null,null,Critic,null,null,tbd
48,clumsy rush ultimate guys,null,null,User,null,null,null
49,ruinarch,PC,Hooked Gamers,Critic,"Ruinarch has such depth, imagination and replay-ability that it's simply amazing - If I happened to lose a scenario, I was immediately encouraged to try again. If when I won, then I dived right back in because the next experience would be a totally different experience due to the nature of the villagers and the special abilities chosen. Not one game will ever be exactly the same. Since Ruinarch is presently in Early Access we can be sure that even more evil mayhem will be present come full release time in 2021. The developers are promising more content in the future and I suspect that they won't disappoint. When looking at what they already have given us, I'm thinking that we can expect to be occupied, entertained and maybe even destroyed over and over again!","Aug 27, 2020",94
50,ruinarch,null,null,User,null,null,tbd
51,final fantasy xvi echoes of the fallen,PlayStation 5,COGconnected,Critic,"Final Fantasy XVI is crammed with narrative momentum. Which is amazing, until it’s time to do things like sidequests and DLC. Then the guillotine of the climax hangs over your head, impatient and sharp. In other words, it’s hard for me to get as invested in the DLC as I’d like. The combat is terrific, the new dungeon is beautiful, but it feels like I’m spinning my wheels. At the same time, I’ll take any excuse to spend more time with this game. Echoes of The Fallen is a great addition to a perfect Final Fantasy Experience.","Dec 14, 2023",74
52,final fantasy xvi echoes of the fallen,PlayStation 5,Noisy Pixel,Critic,"There may not be a lot to say about Final Fantasy XVI Echoes of the Fallen, but that doesn’t necessarily signify a lack of quality. Its few hours of gameplay offer an enjoyable dungeon experience with memorable enemy encounters that rival and even surpass those in the base game. While the narrative may not be the main attraction, it does set the stage for The Rising Tide DLC, which has been confirmed to be a more substantial experience. Ultimately, Echoes of the Fallen is a worthwhile addition for fans, while those who are more hesitant should exercise caution.","Dec 9, 2023",80
53,final fantasy xvi echoes of the fallen,PlayStation 5,CurryNO30,User,"A better boss fight than the main game
But somewhat disappointing play time
I'm looking forward to the next dlc","Dec 15, 2023",6.8
54,final fantasy xvi echoes of the fallen,PlayStation 5,Jhrlnd1,User,"Always a pleasure to have more of the fantastic story of ff16, although just an extra long level still excellent with one of the best boss fights in the whole game which is saying something. The lore of this final fantasy world may just be up there with the world of the Witcher, I loved game of thrones so from the very beginning this world had me, despite its many pacing problems and the horrendous side quest quality of animations, this game and dlc are up there with my favourites of all time.","Dec 8, 2023",9
55,the sims 4 for rent,PC,KeenGamer,Critic,"All-in-all, The Sims 4 For Rent Expansion Pack has a lot to offer to the series. The new Residential Rental Lots and being a Property Owner are definitely my favorite parts of this pack. The new world Tomarang is a welcome addition as well, and I like the selection of clothes and objects added with this pack. The new aspirations are a great way to experience the new world and gameplay. There may be one or two minor issues, but it's nothing a future patch can't fix. One of the things that made me really pleased with For Rent was it was better than I was expecting. I was worried I'd be disappointed or not enjoy it, but I'm glad that wasn't the case.","Dec 17, 2023",71
56,the sims 4 for rent,null,null,User,null,null,3.3
57,the sims 4 for rent,null,null,User,null,null,null
58,evil nun the broken mask,Xbox Series X,TheXboxHub,Critic,"Evil Nun: The Broken Mask is probably one of the better games in the whole survival horror genre, all thanks to its interesting setup, frightening main character, and some amazing visuals. But the gameplay mechanics and loop do feel a bit tired.","Dec 13, 2023",70
59,evil nun the broken mask,null,null,User,null,null,null
60,smalland survive the wilds,null,null,Critic,null,null,tbd
61,smalland survive the wilds,null,null,User,null,null,null
62,hiveswap friendsim,PlayStation 5,PlayStation Country,Critic,Hiveswap Friendsim is a reasonably competent visual novel. The focus on friendship and the short chapters can make the act of relationships a little trivial. It can be a little too convenient at times and the writing lays on the humour thick. At least there's plenty of personality on offer with the friends having their own interests and problems.  It's not doing anything special within the genre but fans of whatever the Homestuck universe is will be feel right at home.,"Dec 7, 2023",60
63,hiveswap friendsim,null,null,User,null,null,null
64,metal hellsinger purgatory,PC,Worth Playing,Critic,"The new Leviathan mode in Metal: Hellsinger is a whole lot of fun, though. It lets you jump into the game and engage with the combat in a way that feels less static than playing through one of the story levels again. The randomized boons make every run different and may sometimes push you to play with a different style than you normally would, and that's also a fun aspect of the mode. Meanwhile, the paid Purgatory DLC adds a great new weapon and a solid trio of songs, and between all of this, it's a decent excuse to spend six bucks and have a bunch of new fun with the game. I'm hopeful that the devs will tweak the ability to get those void crystals, though.","Dec 13, 2023",85
65,metal hellsinger purgatory,null,null,User,null,null,null
66,fortnite lego fortnite,PC,IGN,Critic,"Lego Fortnite has an approachable, chill vibe thanks to its helpful NPCs, but right now its empty-feeling world seems like a foundation waiting to be built upon.","Dec 11, 2023",70
67,fortnite lego fortnite,PC,EusouoNuel,User,"Esta pontuação reflete a combinação única de elementos de construção LEGO com a dinâmica envolvente do Fortnite. A experiência de explorar vastos ambientes de mundo aberto em busca de recursos raros e áreas ocultas adiciona uma camada emocionante ao **** quatro críticos que contribuíram para a pontuação Metascore destacaram a inovação trazida pela parceria entre a Epic Games e o The LEGO Group. A jogabilidade envolvente, a integração bem-sucedida das mecânicas de construção LEGO e o estilo característico do Fortnite foram elogiados como pontos fortes do **** entanto, a pontuação não atingiu a marca máxima devido a algumas áreas que podem ser aprimoradas. Alguns críticos apontaram para a necessidade de melhorias na comunicação sobre futuras atualizações e ajustes, enquanto outros destacaram a importância de fornecer uma experiência mais equilibrada para garantir a satisfação contínua dos **** resumo, o LEGO Fortnite conquistou uma posição sólida no Metacritic, oferecendo uma experiência única que agrada tanto aos fãs de LEGO quanto aos jogadores habituais do Fortnite. Com ajustes contínuos e uma comunicação transparente, o jogo tem o potencial de elevar ainda mais sua pontuação e atrair uma base de fãs ainda maior.","Dec 14, 2023",5.4
68,anthology of fear,PC,GameGrin,Critic,"Anthology of Fear works on a technical scale with great atmosphere, but the length and lack of true frights hold it back.","Oct 30, 2023",70
69,anthology of fear,null,null,User,null,null,null
70,fall of the new age,null,null,Critic,null,null,tbd
71,fall of the new age,null,null,User,null,null,null
72,supfly delivery simulator,null,null,Critic,null,null,tbd
73,supfly delivery simulator,null,null,User,null,null,null
74,warhammer 40000 rogue trader,PC,Games.cz,Critic,"Despite a relatively large number of bugs and occasional outdated visuals, Rogue Trader remains a fantastic and massive RPG that is a clear must-play for all fans of the 41st millennium. It shouldn't be missed by enthusiasts of grim narratives and intricate turn-based combat either. Rogue Trader is filled with epic moments, decisions that shape the fate of entire star systems, and brutal rawness that makes delving into the world of Warhammer and the God-Emperor worthwhile.","Dec 20, 2023",77
75,warhammer 40000 rogue trader,PC,IGN,Critic,"Warhammer 40,000: Rogue Trader is an ultra crunchy, 130-hour space epic with excellent writing and combat, but unfortunately, also a lot of bugs.","Dec 14, 2023",80
76,warhammer 40000 rogue trader,PC,allquixotic,User,"The bugs are not nearly as bad as people say they are, and hotfixes are coming out every few days to relieve the most severe ones anyway. If you must, wait a month, and things should be mostly stable, but it's playable today if you want to buy it now. Huge props to the devs for making a Mac game, and a great one, at that. I'm learning so much about WH40K lore. Best WH game ever.","Dec 24, 2023",7.3
77,warhammer 40000 rogue trader,PC,Tornan,User,"I had low expectations at the beginning but the game threw me of my chair. This is the most immersive RPG I have played in 2023. Story is interesting, your role in the setting is original, world is huge and diverse, battle is  fun and character progression is  natural. So far I have played 60+ hours and it was a 60 hours of joy.","Dec 15, 2023",10
78,pestersim,null,null,Critic,null,null,tbd
79,pestersim,null,null,User,null,null,null
80,wall world,PC,GameGrin,Critic,"Wall World is a great roguelite with an interesting concept that keeps you engaged with constant upgrades, ever-changing options, and an addicting gameplay loop.","Apr 17, 2023",74
81,wall world,null,null,User,null,null,8.2
82,wall world,null,null,User,null,null,null
83,pesterquest,PlayStation 5,PlayStation Country,Critic,Pesterquest is a decent addition to the genre. The pursuit of friendship can be a little twee and it doesn't always mesh well with the adult content. Generally the tone is light-hearted and the visuals to well to reflect that. The soundtrack is really well done. I do wish more was done on an interactive level. Each volume can feel very small with just a couple of decisions to make and it doesn't branch in an interesting way.,"Dec 7, 2023",60
84,pesterquest,null,null,User,null,null,null
85,pole position ii,null,null,Critic,null,null,tbd
86,pole position ii,null,null,User,null,null,tbd
87,dodonpachi blissful death reincarnation,null,null,Critic,null,null,tbd
88,dodonpachi blissful death reincarnation,null,null,User,null,null,null
89,encouragement of climb next summit ano yama ni mou,null,null,Critic,null,null,tbd
90,encouragement of climb next summit ano yama ni mou,null,null,User,null,null,null
91,clue cluedo,null,null,Critic,null,null,tbd
92,clue cluedo,null,null,User,null,null,null
93,regular factory escape room,null,null,Critic,null,null,tbd
94,regular factory escape room,null,null,User,null,null,null
95,avatar frontiers of pandora,PC,Areajugones,Critic,Avatar: Frontiers of Pandora is one of the best games based on a movie in memory. The possibilities of the open world are endless and fun is guaranteed for many hours.,"Dec 5, 2023",73
96,avatar frontiers of pandora,PC,GamingTrend,Critic,"Avatar: Frontiers of Pandora has some excellent mechanical depth let down by repetitive missions and a very safe story. When you’re flowing through the environment taking out RDA soldiers with volleys of arrows, it feels fantastic. Unfortunately, the game doesn’t provide many opportunities to use the full breadth of its systems. Still, it’s drop dead gorgeous and very fun for what it is.","Dec 5, 2023",80
97,avatar frontiers of pandora,PC,trev123,User,"This game needs to be on an SSD, not a mechanical HD otherwise the game just stutters, with stuttering sound and slow-loading graphics. I had it on a mechanical HD at first and changed over to an SSD and the game now runs smoothly.","Dec 22, 2023",7.8
98,avatar frontiers of pandora,PC,psolord,User,"THIS is how PC games should be made. No stutter, very fun to play and scalable from a potato to 5 years in the future systems.","Dec 20, 2023",10
99,prison boss vr,PC,Impulsegamer,Critic,"The VR market is still in it’s early days and much of what’s available is so called on rail shooters so it’s nice to have something a bit different. Something that uses the space extremely well and gives us a bit of humour with not a zombie in site. I should also note that the development team really are passionate about this project and made some adjustments while I was doing my review playthrough… they have some big plans for the game in the future as well so it’s a good game to support, it’s pretty reasonably priced and for the sake of something a bit different I’d certainly recommend it.","Sep 10, 2017",76
100,prison boss vr,null,null,User,null,null,8.0
101,prison boss vr,null,null,User,null,null,null
102,battle stations blockade,PlayStation 5,PlayStation Country,Critic,"Battle Stations Blockade intrigues with its cute, colourful and chunky visual style and wide array of weapons to play with but the overall design, mechanics and variety all need a lot of work still. There's fun to be had here but also, unfortunately, some boredom too.","Dec 5, 2023",50
103,battle stations blockade,null,null,User,null,null,null
104,meadow gallop,null,null,Critic,null,null,tbd
105,meadow gallop,null,null,User,null,null,null
106,disney dreamlight valley,PC,God is a Geek,Critic,"Disney Dreamlight Valley is brimming with Disney magic, but it's also a well-constructed game with plenty to keep you playing. [Early Access Score = 90]","Sep 5, 2022",90
107,disney dreamlight valley,null,null,User,null,null,6.0
108,disney dreamlight valley,null,null,User,null,null,null
109,enclave hd,Xbox One,Xbox Tavern,Critic,"It’s always a good day when I get to play a game that was thought to be lost in a forgotten era of gaming. Nostalgia hits hard for me with Enclave HD and although very excited to give it another go, it’s just a port of an old game. Am I happy it is back and playable on current hardware? Absolutely! Do I wish a little more love was done to it? For sure. I’d probably have a hard time convincing someone to give Enclave HD a try if they didn’t play it on original Xbox but for those that did, I think it’s worth the admission price.","Jul 19, 2023",60
110,enclave hd,null,null,User,null,null,null
111,laika aged through blood,PC,The Games Machine,Critic,Laika: Aged Through Blood is a metroidvania that experiments in interesting way with stunts and slow motion in combat and exploration thanks to the motorbike mechanics. It has a wonderful diegetic soundtrack and a cruel plot well screenplayed with some great ludonarrative moments.,"Nov 14, 2023",84
112,laika aged through blood,PC,IGN,Critic,"Laika: Aged Through Blood is an unrelenting motorcycle ride through a bloody wasteland with one of the most unique and compelling spins on the metroidvania genre. It expertly blends ruthless death-defying combat with a beautiful hand-painted side scrolling world with a riveting story of revenge, desperation, and survival. Though uncompromising in its insistence that you quickly become adept at handling your bike in addition to taking on multiple threats, a heaping helping of checkpoints guarantees revenge is always within striking distance. If you’ve ever considered yourself a fan of exploring and platforming across 2D landscapes, you’ll find these open roads well worth your time.","Oct 18, 2023",90
113,laika aged through blood,PC,MisterAlex4444,User,"I have been playing video games for 9-10 years now. (I'm 18 now). I've seen horror, shooters, rpg's and other games. Recently, Baldzrus Gate 3 came out and I thought nothing would surprise me.I was wrong.I accidentally stumbled upon this game and literally after an hour of playing, I cried like a little girl, even though I'm in sports (boxing) and quite large. But this game... will just stay in my heart forever. So... pros:1)Graphics? Gorgeous! It's like the developers drew it themselves.2)Characters? Gorgeous! Well developed. Some are sympathetic, some are not. Especially, I sympathise with the anthropomorphic characters. But why don't they have Tails...? Okay, maybe it was either too hard to draw them. Or maybe that's just the idea.3)Plot. I won't spoiler, the plot is great, it answers a lot of questions and it's very harmonious and enjoyable. BUT IT DOESN'T ANSWER ALL THE QUESTIONS! After the game, there are a couple of questions left that we never got an answer to.4)shooting. This is for the amateur. For me it was something new, to ride a bike and shoot villains. At first it is unusual and difficult, then you get used to it, and then it brings only pleasure.Bottom line: what's the bottom line!? I'M WAITING FOR THE CONTINUATION OF THE GAME! Not just a DLC, but a full-fledged continuation.","Nov 23, 2023",8.4
114,laika aged through blood,PC,flutterstorm,User,Awesome music and story,"Oct 30, 2023",10
115,the lord of the rings return to moria,PC,Impulsegamer,Critic,"Certainly grab a copy if you are a fan of Middle Earth and if you like the crafting genre… or even just if you are a fan of Middle Earth, there’s more lore here to absorb whilst traveling the halls of Moria (or digging them out).","Nov 8, 2023",59
116,the lord of the rings return to moria,PC,GameGrin,Critic,"The Lord of the Rings: Return to Moria is a decently fun time. While not perfect, it’s a unique take on a sandbox survival game.","Oct 23, 2023",65
117,the lord of the rings return to moria,PC,IHaveNoMercy,User,"You can disregard all the fake negative reviews. This game is amazing lord of the rings environment, this is so much fun to play with a friend, and the base-building is incredibly thought out. Combat is fun, and simple, but it doesnt need to be complicated. Exploration is fun and you feel like you are really going through the ruins of the past civilizations. The design of the areas is beautiful, and as I mentioned, the combat is fun, it is hordes of goblins and orcs and neutral creatures, there is no lack of adventure in this game. What a gem, it had a rough launch, but people will realise how amazing this is when they branch out the release to other platforms like Steam. I will buy this on console too just to have it on the go.","Dec 19, 2023",7.1
118,the lord of the rings return to moria,PC,ankancr1,User,Really fun and amazing game! Good job!,"Oct 29, 2023",10
119,have a nice death,PC,Twinfinite,Critic,Here’s to hoping that Magic Design Studios gets the recognition it deserves for crafting one hell of an underworld experience and that it’ll be able to build upon it even more from here.,"Mar 15, 2023",81
120,have a nice death,PC,Softpedia,Critic,"Have a Nice Death is a good combination of action and rogue-lite, with a good balance between the difficulty of the combat, especially the boss fights, and the pace of the unlocks. It pays to focus on one weapon and really learn how to use it and when to complement it with a spell or secondary attack. Boss engagements are all about patience and pattern recognition. The game’s presentation complements the mechanics and themes well, although some more variety when it comes to the procedurally generated floors is needed. Have a Nice Death knows what fans of its genre want and offers an interesting universe to explore and great mechanics.","Mar 15, 2023",85
121,have a nice death,PC,ChristP,User,"Lots of humor, fun gameplay, phenomenal art direction and challenging enough to keep you entertained for days and more.","May 22, 2023",7.8
122,have a nice death,PC,verdammte,User,"Excellent game, but very hard. I have yet to beat it, but that's not stopping me. I love rougelikes. My one complaint is that I wish it were a rougelite and had some form of progression, like Children of Morta. I feel like the Grim Reaper should be stronger than this. Regardless, I really enjoy the game. It has nice dialogue, it's funny, it's endlessly fun, and the graphics are well tuned for the atmosphere.

It is steamdeck compatible with everything maxed.","Jul 26, 2022",10
123,disney dreamlight valley a rift in time,PC,But Why Tho?,Critic,"With a variety of new friends and new ways to interact with them, “A Rift in Time” provides more of what made Disney Dreamlight Valley enjoyable: fun quests, the chance to befriend beloved Disney characters, and the chance to test your design skills.","Dec 9, 2023",85
124,disney dreamlight valley a rift in time,null,null,User,null,null,null
125,murder house,Nintendo Switch,NintendoWorldReport,Critic,"If you are hankering for a campy, gory old school horror movie that you are in control of, you really can’t get much better than Murder House. It’s a game that doesn’t take itself too seriously and is not afraid to dump down a few buckets of blood every now and then. Dated things like tank controls or limited saves may be frustrating to a player not used to these types of games, but I honestly think this might be one of the better places to try those things out for the first time. The short runtime helps alleviate the stress of the controls and save mechanics, though the unfortunate crashing issues may replace that stress with frustration in the end. Hopefully a patch will be coming down the pipeline soon, but for now Murder House has found a good but technically troubled murder home on the Switch.","Oct 24, 2021",75
126,murder house,null,null,User,null,null,7.9
127,murder house,null,null,User,null,null,null
128,arashi castles of sin final cut,PlayStation 5,PlayStation Universe,Critic,"Arashi: Castle of Sin - Final Cut is held back from its full potential because it was originally a PS4 PSVR game. While the game has altered controls to match PSVR2, it still falls short of what we expect from a next-gen VR game, but not by much. The story and world had me clamoring for more. Jumping rooftop to rooftop, sneaking in the grass, and assassinating from the shadows made me want a full PSVR2 and PS5 game to take even more advantage of the world.","Dec 11, 2023",85
129,arashi castles of sin final cut,null,null,User,null,null,null
130,while the irons hot,PC,Hardcore Gamer,Critic,"What makes While the Iron’s Hot work is a combination of a pleasant series of tasks and quirky, entertaining characters in every new town and point of interest.  Nothing is particularly difficult, from crafting to puzzles, but it’s nice to visit Ellian and wander around, picking up jobs or helping people while beating metal into shape.  Even after the main plot is through there’s post-game content to play, completing the upgrade of buildings in the home town and taking on new quests while wrapping up any unfinished ones, all of which are documented in the journal.  There can be a lot to keep track of, but features like being able to pin a recipe or view the character list help when you need a reminder, and the whole game feels designed to make becoming a master blacksmith as accessible as possible.  While not particularly deep, While the Iron is Hot succeeds on charm and pure likeability, and it’s almost impossible to resist enjoying the blacksmithing journey through its world.","Dec 5, 2023",63
131,while the irons hot,PC,God is a Geek,Critic,"While the Iron's Hot is a really interesting concept for a crafting game, but it just lacks the hooks to keep you engaged from start to finish.","Dec 10, 2023",65
132,while the irons hot,null,null,User,null,null,6.9
133,while the irons hot,null,null,User,null,null,null
134,while the irons hot,null,null,User,null,null,null
135,cyberpunk 2077 ultimate edition,null,null,Critic,null,null,tbd
136,cyberpunk 2077 ultimate edition,PlayStation 5,michaelc1024,User,"This is my GOTY! and that's saying a lot with all these excellent games that released this year.  It was like a block buster movie that doesn't ****. It is exceptional and worth every penny.  You will have hundreds of hours’ worth of content if you buy this game.  Once you've put several hours in.  I’m usually not one to play a game more than once, but it’s 110% worth it for this game.  You have the option of picking 3 paths, and there are 5 different build types.  On your first playthrough you could go with the street kid, and go with a ninjatsu/reflex build, beat the game.  Now you can switch it up and go with Corpo, with a Int/Tech ability build.  The options are endless.  You can save your game and go through every possible scenario, it’s especially good in Phantom Liberty.  I never post-game reviews, but thought I should for this game, it’s just that good! The only games I’ve played twice ever in my life are GTA V, once on PS3 and again on PS4, and AC Black-flag, once on PS4 and again on Steam Deck.  This game is that good, you will not be disappointed.  I was blessed with playing this game for the first time a few months ago.  I rarely if at all ran into any bugs.  There was a mission that I had to exit the game and restart, other than that this game is good as gold.  It’s the best video game you can buy on the market right now.   It’s one of those rare games you can get completely lost in for hours, and it’ll be a long while before you have things to run out of do, like Witcher 3 in that aspect.","Dec 17, 2023",9.1
137,born of bread,Nintendo Switch,Pure Nintendo,Critic,"Born Of Bread is a visually appealing 2.5D adventure RPG with quirky characters. Its in-depth structure is simple to grasp and fun to play. However, a few glitches and hiccups may slow you down.","Dec 17, 2023",71
138,born of bread,null,null,User,null,null,null
139,crusader kings iii fate of iberia,null,null,Critic,null,null,tbd
140,crusader kings iii fate of iberia,null,null,User,null,null,null
141,dog 2023,null,null,Critic,null,null,tbd
142,dog 2023,null,null,User,null,null,null
143,stories in glass winter,null,null,Critic,null,null,tbd
144,stories in glass winter,null,null,User,null,null,null
145,animalistic,null,null,Critic,null,null,tbd
146,animalistic,null,null,User,null,null,null
147,tested on humans escape room,null,null,Critic,null,null,tbd
148,tested on humans escape room,null,null,User,null,null,null
149,arizona sunshine 2,PlayStation 5,UploadVR,Critic,"Vertigo Games has brought the Arizona Sunshine franchise back from the dead and living its best afterlife. With pitch perfect writing, acting, pacing and outstanding action, Arizona Sunshine 2 offers some of the most engaging and accessible arcade violence yet to grace VR.","Dec 4, 2023",76
150,arizona sunshine 2,PlayStation 5,PlaySense,Critic,"Arizona Sunshine 2 builds on the previous installment in the best possible way. The game does not rely on a story, but rather on action, as it is a wonderful shooter that offers a lot of interactivity and fun, especially if you play together. The game has some technical sloppiness, but other than that it is an excellent adventure to experience. Do you have a VR headset? Then Arizona Sunshine 2 is worth your time.","Dec 18, 2023",80
151,arizona sunshine 2,PlayStation 5,papaBen,User,"I'm doing a second run on Apocalyptic difficulty after finishing it in a little over 7 hours, dragging along nicely. Normal mode for experienced players does not pose any particular difficulty. 
I invite you to do your first run in hard mode directly. You never feel the lack of ammunition, it's a walk as long as you aim for the head without emptying your magazine stupidly with each mob. 

The pleasure of progressing in the highest difficulty is really present, if you like FPS don't miss it. The game has largely paid off for me. 

The only negative point that I hope will be changed with an update is the red screen when you die which is much too long given that we have a small loading behind.","Dec 11, 2023",7.2
152,arizona sunshine 2,PlayStation 5,TheGamerGuide,User,"Arizona Sunshine 2 shows just what fun the PSVR 2 can be if utilised correctly. I had a blast blowing off limbs of the undead and participating in some extremely satisfying reload animations. It may not win awards for its story, but it's easily one of the best titles to utilise the power and technology of the PSVR 2. There is endless fun to be had alone or with up to four buddies.

TGG – 8 / 10

AUDIO 9/10
The sound design is equally solid. The zombies sound terrifying, and our protagonist does a great job even though hearing him call every zombie Fred gets annoying rather quickly.

VISUALS 8/10
Visually, the game is very impressive. There is plenty of detail worldwide and many more locations than the original, from town neighbourhoods. Hospital buildings and military bases are just a few examples.

PLAYABILITY 7/10
Not much of a memorable story, but plenty of fun with Cooperative play and various ways to take down the undead.

DELIVERY 8/10
Arizona Sunshine 2 is an absolute blast. With its fantastic and precision gunplay, other titles would do well to follow it in the VR landscape. It may not feature a memorable story, but it’s easy to make your memories with all the various ways to take down the undead.","Dec 11, 2023",8
153,among us vr,PC,Inverse,Critic,"Despite being an Among Us naysayer who mostly wrote off the original as a bit childish, I’ve been transformed into a diehard Crewmate by Among Us VR, a must-play virtual reality experience that vastly improves upon the original in every way. [Meta Quest 2]","Nov 9, 2022",82
154,among us vr,null,null,User,null,null,7.5
155,among us vr,null,null,User,null,null,null
