Author,Timestamp,Comment,Article
AHarmlessTroll,"24 March, 2023","Sony be like
PS5 - $500
God of War - $70
Bundle - $560 
$50 price drop
Still more expensive than a PS5 @ $510. Should've been $500. Some bundle.",ps5-god-of-war-bundle-has-gotten-a-huge-discount
mad_rabbit,"24 March, 2023",USA notwithstanding...PS5 bumps up the price and then ~6 months later lowers it?,ps5-god-of-war-bundle-has-gotten-a-huge-discount
JasPlun,"24 March, 2023",I see them in stock at Wal-Mart all the time people can no longer afford extras with everything else so expensive they are focused on paying bills and keeping food on the table. Heck right now Ford and GM can't sell any trucks!,ps5-god-of-war-bundle-has-gotten-a-huge-discount
KarbonFibers,"24 March, 2023","This, to me, is a clear indicator they believe the activision-blizzard acquisition is going to go through ",ps5-god-of-war-bundle-has-gotten-a-huge-discount
bugzap89,"24 March, 2023","Anyone buying a new one is high, just find one on craigslist. Got mine for $300 controller included. ",ps5-god-of-war-bundle-has-gotten-a-huge-discount
Boomerang,"29 March, 2023",PS5 is the best console ever in my opinion,ps5-god-of-war-bundle-has-gotten-a-huge-discount
McGarnicle,"24 March, 2023","I saw Jim Ryan trying to return ten 24-packs of Charmin at Wal*Mart after church. The squeeze is real, folks.",ps5-god-of-war-bundle-has-gotten-a-huge-discount
moonovermyhammy,"24 March, 2023",Waiting for the slim version. ,ps5-god-of-war-bundle-has-gotten-a-huge-discount
JRest1971,"24 March, 2023",PREDICTION: PS5 Pro inbound by year's end. ,ps5-god-of-war-bundle-has-gotten-a-huge-discount
Evil_Hakik,"24 March, 2023",Only in the US.,ps5-god-of-war-bundle-has-gotten-a-huge-discount
CollusionWorks,"24 March, 2023",Pro coming next year. I wouldn't touch this monstrosity with a 10 foot pole. ,ps5-god-of-war-bundle-has-gotten-a-huge-discount
faithful.dushness,"24 March, 2023",really looking forward to ps5 slim,ps5-god-of-war-bundle-has-gotten-a-huge-discount
Ilikeeggs,"24 March, 2023",It can go down in price to a penny and I still won't be having that hideous looking carbuncle anywhere near my living room.,ps5-god-of-war-bundle-has-gotten-a-huge-discount
Z06Driver,"24 March, 2023",Everyone should play God of War: Ragnarok.  Sick game.  I'm midway through right now,ps5-god-of-war-bundle-has-gotten-a-huge-discount
RubyUWU,"24 March, 2023",hi,ps5-god-of-war-bundle-has-gotten-a-huge-discount
Assburgers,"24 March, 2023",Why does Sony hate Canada 😭oh wait I already have a ps5 ,ps5-god-of-war-bundle-has-gotten-a-huge-discount
UntoldLegend1,"23 March, 2023",They should use creative mode to finish save the world lol. ,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
loak3d,"24 March, 2023","wish we could get Epic to go back to making Unreal games. Not Unreal tournament, but just Unreal the single player shooter. That for me was the game that made me fall in love with shooters and online MP to begin with.",fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
Xdlanmd,"23 March, 2023","Even with all the fond memories of Chapter 1 I have, the current state of Fortnite is just better. I can't imagine how slow it would be to play Chapter 1 compared to how the game feels now. I will say, playing the Chapter 1 map on the new graphics sounds surreal. I'll 100% check it out for that rea...
See more",fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
Thribs,"23 March, 2023",I remember this game. Wasn’t the biggest fan ,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
AHarmlessTroll,"23 March, 2023",I give it another 3-4 yrs before they bring blockchain to the game lol,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
Thirdrail1,"24 March, 2023",Tell me you've never had an idea of your own without telling me you've never had an idea of your own.,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
SenturyGames,"23 March, 2023",Forknife?,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
RankingListsAreAlwaysTrash,"23 March, 2023","Cool, what a waste of time. Original season was BORING",fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
MasterOfTheFarts,"23 March, 2023",Null,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
Rhino132_688521,"23 March, 2023",Null,fortnite-creative-20-teams-are-already-rushing-to-remake-the-original-fortnite-chapter
shane22086,"23 March, 2023",This sounds like an incredible idea but the only way to make it truly transcendent is to add the magic of live service and battle pass.,teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
Runschtime,"23 March, 2023","The Arkham or Mordor games would be a better model for this kind of TMNT game, imo.",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
ANUBISZER0,"23 March, 2023",But will there be pizza involved? That’s a deal maker or breaker for me. 🍕 ,teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
Blactrick2,"23 March, 2023","Probably the best way to do a turtles game other than a beat em up like Shredder's Revenge or a fighting game. 
Unfortunately trying to get all turtles on screen with their own skills and move set in an action game doesn't always work. 
With Ronin you can have one turtle and with all the weapons you ...
See more",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
Mischief_Brew,"23 March, 2023",It’s be cool if in the flashbacks you could play as the Turtles knowing at the end of the level you’d be dying. Maybe use it as a way to learn new techniques for that particular weapon from  surviving Turtle.,teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
MaverickPerry,"23 March, 2023","Me, on Day 1.",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
gdnmt,"23 March, 2023","I just read this a few months ago. It was a cool story. A little mystery, some revenge, themes of regret and the weight of responsibility and being a survivor. Not sure how well it will translate to an action title. If they can capture the mood of the book and animate the overall swell of dystopian...
See more",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
StrayBullets88,"23 March, 2023","I thought the book was pretty cool. I don’t think I’m a die-hard Turtles fan, but I’ve always thought they are cool. I’ve read the old Mirage stuff, obviously seen the unrelated old movies and animated series too. But Last Ronin was the first time I dipped my toes into any of the IDW published Turt...See more",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
ILikeYourFace,"23 March, 2023","I would rather see an animated movie instead...But a game will be good too, even if I don't think GoW is the ideal path for this game(because it is too liniear with combat, something that a Ninja is not). ",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
SpectralFire,"23 March, 2023","When they say god of war inspired I imagine they mean souls like combat because that’s what GoW and most every other action game has used one way or another since the first Dark Souls. Now if it was Devil May Cry style that would be interesting and go well with the comic vibe I feel  it should have...
See more",teenage-mutant-ninja-turtles-last-ronin-tmnt-game-god-of-war
h8tm3h4rd,"23 March, 2023",Crackhead simulator - Middle Earth Edition.,the-lord-of-the-rings-gollum-gets-may-release-date
UntoldLegend1,"23 March, 2023","I'm surprised they are still going through with this game, after the initial announcement of the game it got a ton of hate mainly cause it's a game nobody in their right mind asked for or would ever want. ",the-lord-of-the-rings-gollum-gets-may-release-date
Darkstar7125,"23 March, 2023",The shots of the environments look awesome. Like they did their own thing with the book descriptions but the premise for the game just sounds so boring. Feels like a huge waste of potential and world design. ,the-lord-of-the-rings-gollum-gets-may-release-date
DownLodablConspirc,"23 March, 2023",What were they thinking making Gollum the protagonist? How is it no one in their studio pointed out how dumb of an idea that was?,the-lord-of-the-rings-gollum-gets-may-release-date
Gamertaps,"23 March, 2023",My hope is the reuse the art assets for something else as their next game.. like a legolas game,the-lord-of-the-rings-gollum-gets-may-release-date
TheOfficialTruth420,"23 March, 2023",Not a fan of LOTR so Ill have to skip the Switch Definitive edition (TM),the-lord-of-the-rings-gollum-gets-may-release-date
DisasterArtist,"23 March, 2023","did they forget to add ps3 release date? jokes aside game looks alright AA game we need more LOTR games, can't really hate it. ",the-lord-of-the-rings-gollum-gets-may-release-date
Tmoneyyy,"23 March, 2023",I'm still interested despite everything we've seen. But honestly I think they'll end up delaying again. No way it's ready yet.,the-lord-of-the-rings-gollum-gets-may-release-date
sambuc,"23 March, 2023",I'm disappointed that the Switch version got pushed.,the-lord-of-the-rings-gollum-gets-may-release-date
VigilStorm,"23 March, 2023",This looks like it will be about as successful as the rings of power,the-lord-of-the-rings-gollum-gets-may-release-date
ANUBISZER0,"23 March, 2023",I never cared for the movies and books but those Shadow of Mordor games on PS4 were pretty great. I’ve been keeping an eye on this one for a while now. Hope it’s good. ,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
YOYOMCH,"23 March, 2023",Who asked for this game? This will be a 6-7/10 for graphics alone. No one wants to stealth their way around Lord of the Rings.,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Mikey_205,"23 March, 2023",Everyone whining about this game is literally part of the problem of why AAA publishers and developers don't make anything different or unique or take risks and why we have cookie cutter games.,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
reala97,"23 March, 2023",There isn't much tension or motive to play a game if you already know how it ends.,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Alienfreaks04,"23 March, 2023",Interesting that someone thought this would be a good idea for a game. I hope it's good but likely won't be. ,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
JoelWasFramed94,"23 March, 2023","Positioning this as a battle for a seagull's soul is an interesting hook, at the very least",the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Thelittlewoodenboy,"23 March, 2023",Metal Gear Solid in Middle Earth?  Sold. ,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Bulgingsnake,"23 March, 2023",Gollum ain't no Solid Snake. Am I right?!?!,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
slardybartfast,"23 March, 2023",Article reeks of a desperate attempt to say positive things a,the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Bigbudd45,"23 March, 2023"," ""Seagol’s soul"", Smeagol.  Maybe proof read things before publishing.  That is amateur shit.",the-lord-of-the-rings-gollum-is-a-tale-of-two-smeagols
Shakahaka,"23 March, 2023",Now add in the original music for Sonic 3 & Knuckles.,sonic-origins-plus-more-classic-sonic-games-release-date
Fumpage,"23 March, 2023","Sonic Origins wasn’t quite what I wanted it to be but I’m glad it exists. I was hoping for a definitive edition that would negate the need to ever play the originals again. Music rights and weird technical issues mean it’s not that, but it offers some new and interesting ways to play them.",sonic-origins-plus-more-classic-sonic-games-release-date
Sheeplenk,"23 March, 2023",Can we get the OG music back though?,sonic-origins-plus-more-classic-sonic-games-release-date
Islandboyo,"23 March, 2023","I quite enjoyed Sonic Origins and I haven’t played the Game Gear games in 30 years since they were originally released. Will be picking this up. Hoping the GG games are polished up a wee bit. Wouldn’t mind if they threw in Knuckles Chaotix as well, never played that one. ",sonic-origins-plus-more-classic-sonic-games-release-date
ForceStream,"23 March, 2023","Physical Edition? oh heck yes, held off buying this until they released it on disc, will go very nicely alongsige my copy of Sonic Mania Plus.",sonic-origins-plus-more-classic-sonic-games-release-date
thelostscribe,"23 March, 2023","Never really played the Game Gear Sonic titles and they haven't been available in any of the collections I've purchased so far. I'll have to look into them, see if it's worth it. Playing as Amy is kinda cool, wonder if she'll just play like Sonic or if she'll have a unique movement set.",sonic-origins-plus-more-classic-sonic-games-release-date
GrabMyBoomstick,"23 March, 2023",Wish they would add instant save states & a rewind feature. Virtually every classic game collection has this feature these days. ,sonic-origins-plus-more-classic-sonic-games-release-date
sbaggio,"24 March, 2023",I'd prefer if they either added the original Sonic 3 music or at least fix the new tracks (they were way way better on the Sonic 3 prototype on the Genesis),sonic-origins-plus-more-classic-sonic-games-release-date
Vicdsnew,"23 March, 2023",Yes!!! Finally physical. 🤩,sonic-origins-plus-more-classic-sonic-games-release-date
Wolverine1982,"23 March, 2023",Why not the SMS versions and the 32x game?,sonic-origins-plus-more-classic-sonic-games-release-date
jamie_329700,"23 March, 2023","I don't know that killing off Vesemir was that bold of a decision. He has a pretty minor role in the books, and as the mentor character, they're always accepted to be on the chopping block.",the-witcher-3-vesemir-cd-projekt-gdc-2023
evilish,"23 March, 2023","Thanks IGN. I'm halfway through the game, and I saw the thumbnail of a certain character along with the article of this title on the front page, spoiling this part of the story. What gives?",the-witcher-3-vesemir-cd-projekt-gdc-2023
Imperialist,"23 March, 2023","His death provided the climax of the game with some emotional heft. Tbh if nobody from our main cast died the threat of the Wild Hunt would really lack the fangs it needed to have. It allowed Ciri to have her Pavetta moment, set up the great funeral scene, and sent the character off in a manner bef...
See more",the-witcher-3-vesemir-cd-projekt-gdc-2023
loak3d,"23 March, 2023","could just be my lack of memory, but i don't really remember the character being heavily featured in the witcher games, with the exception of 3 of course, so to the people who only played the games it's not like he was a substantial character at that point in time, unlike triss and yennefer which i...
See more",the-witcher-3-vesemir-cd-projekt-gdc-2023
Gene_Takevic,"23 March, 2023","I wasn't upset about it. He saved Ciri on his way out, got a good sendoff from everyone, and because of his death, Geralt and Ciri slaughtered Imlerith and a couple of the Crones.",the-witcher-3-vesemir-cd-projekt-gdc-2023
Xikaryo,"23 March, 2023",Lol I don’t know anybody that was upset about Vesemir. He was barely in The Witcher 3. This isn’t the same as something like what The Last of Us 2 did.,the-witcher-3-vesemir-cd-projekt-gdc-2023
midori85,"23 March, 2023","believe it or not IGN some people haven't played Witcher 3 yet , I can't remember the story 100% but I don't remember vesemir dying in 1 and 2 , I might be mistaken but thanks ",the-witcher-3-vesemir-cd-projekt-gdc-2023
TheSlurrinSalarian,"23 March, 2023",They established in the first hour of the game he waa getting old and slow by his own admission.. he put up a good fight in the end and died.. plus the revenge was pretty sweet.. ,the-witcher-3-vesemir-cd-projekt-gdc-2023
cruefan253,"23 March, 2023","I know RIGHT?! I was finally gonna play Witcher 3 too, and they post this article with a picture of him but also a spoiler warning at the top of the article? they could've just posted the witcher insignia as the picture.. problem solved. Some people like me have a HUGE backlog. Haven't even started...See more",the-witcher-3-vesemir-cd-projekt-gdc-2023
KinderCare34,"23 March, 2023",I was not seriously upset. They want to see upset have Geralt get beat to death by a golf club in The Witcher 4 and force me to play as Ciri. Then force me to play some other creature halfway through the game. All while pushing a social agenda.,the-witcher-3-vesemir-cd-projekt-gdc-2023
boogieb0423,"23 March, 2023","I mean it sounds cool, but they probably should focus on getting the game to run properly before the bells and whistles are added. ",elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
WIcked_Sushi,"23 March, 2023","I've tried it on PS5.
I don't see any difference with reflections. Shadows? Again - not sure. But there's definitely a difference with lighting - checked it out in Limgrave & Liurnia @ noon and one dungeon (lighting suitable moodier inside).
But while there's a difference, it's on the subtle side. I'...
See more",elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
MrBurnsReturns,"23 March, 2023",Sounds like lag ,elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
chris100185,"23 March, 2023",I feel the PC version should have gotten DLSS/FSR before adding in RT,elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
loak3d,"23 March, 2023","Not the right game to increase input lag/latency, and lower fps for the sake of a shinier puddle or, slightly better ray of light, or softer shadow. Ray tracing just should NOT be a thing on current generation consoles, unless the team is willing to go above and beyond like insomniac has been doing...
See more",elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
Sir_Loxley,"23 March, 2023","Cool stuff.  But I’m not going back to Elden for ray tracing.  Played through it once, and it was great, but that’s enough for me.  Especially with Tears of the Kingdom right around the corner.  ",elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
MasterOfTheFarts,"23 March, 2023",Nice! I can't wait to be able to see the reflections of Godrick's attacks so I can better prepa....,elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
LordMolecule,"23 March, 2023","49 days, 14 hours, 26 minutes to Tears of the Kingdom!",elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
FenrirZero,"23 March, 2023",Ray tracing on console?,elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
xIRONxxMONKEYx,"23 March, 2023",I will wait for the Digital Foundry in-depth analysis on this.  I will probably never use the ray tracing option because I play on console and after playing over 400 hours at 60fps (or close to it) going down to 30fps will just seem weird. ,elden-ring-gets-ray-tracing-on-playstation-5-xbox-series-and-pc
Nick930930,"23 March, 2023",Wow. It's super weird to see a good render of the same actor in two different games. Looks like someone modded in Lincoln Clay. ,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
bugzap89,"23 March, 2023","It's pretty weird to see the exact face of another character in a different game. These aren't movies, these are games, feel free to design some faces instead of giving us photorealistic people everytime. FYI, Norman Reedus, and Josh Duhamel aren't legendary video game characters, but Geralt, Solid...
See more",everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
GaelltanasSiorai,"23 March, 2023",I thought the thumbnail was a prequel to Mafia 3 for a moment. Reminded me of Lincoln Clay.,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
spman345,"23 March, 2023",Had to do a double take on that face. Looking awfully like Lincoln Clay from Mafia 3!,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
DisasterArtist,"23 March, 2023",That Mafia 3 guy needs to be hired more dude was great in that game. ,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
GANNiCus420,"23 March, 2023",Lincoln Clay was voiced by Michael Jai White….it feels weird seeing the same character with a different voice now. ,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
St.Cloud,"23 March, 2023","Speaking of Lincoln Clay, what's Hangar 13 up to? I'd love a Mafia 4. Mafia 3 was decent, but the AI was terrible, and the world felt so lifeless. I'd love to see that studio improve on what they built.
Edit: I didn't realize they were the studio behind Mafia: Definitive Edition (haven't gotten arou...
See more",everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
Dickey_Moe82,"23 March, 2023",Looks like they used the same real life character model who played Lincoln clay. ,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
keytarhero,"23 March, 2023",I stoped reading when they said it’s a game within a game. Worst idea in the history of gaming,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
Outlaw75,"23 March, 2023",I took a screen shot of that title. Immortalizing another IGN blunder ,everywhere-the-ex-gta-devs-game-creator-that-may-be-too-late-to-the-party
sonic-429,"22 March, 2023",A Lego game that doesn't use the same formula from the past 20 years? Didn't see that one coming.,lego-2k-drive-is-an-open-world-aaa-racing-game-coming-this-may
TexasToste,"27 March, 2023","This seems pretty cool. I’m glad to see that lego is experimenting more since their contract with TT ended. I probably won’t get this when it comes out, though, May is Zelda month.",lego-2k-drive-is-an-open-world-aaa-racing-game-coming-this-may
UntoldLegend1,"22 March, 2023","Actually looks pretty cool, I wouldn't mind trying if it makes its way to gamepass. ",lego-2k-drive-is-an-open-world-aaa-racing-game-coming-this-may
cactusmanbwl1990,"23 March, 2023",$70 for Lego Racing???? 😆,lego-2k-drive-is-an-open-world-aaa-racing-game-coming-this-may
kanzekage,"23 March, 2023",I want an in-car view.,lego-2k-drive-is-an-open-world-aaa-racing-game-coming-this-may
Bilby9,"23 March, 2023","I was not a fan of the Lego EP in FH4.  I kind of just don't like Lego games in general.  That said this does look a lot better than FH4 and I think makes a lot more sense as a standalone game rather than a tack-on to a game with realistic cars.  If it has a MK vibe it might be good.  But personall...
See more",lego-2k-drive-preview-embracing-the-spirit-of-imagination
Strawberry,"23 March, 2023",Looking forward to this. Lego SWTSS was an awesome game and hopefully this is just as engaging.,lego-2k-drive-preview-embracing-the-spirit-of-imagination
Neeeeeerd,"23 March, 2023","“Meatspace Lego experience”
Please never refer to real life as “meatspace”",lego-2k-drive-preview-embracing-the-spirit-of-imagination
CarlSagansPlug,"23 March, 2023","This actually looks pretty rad. As much as I like the Forza games, I known what to expect from year to year. Nice to see some sort of ""competition.""",lego-2k-drive-preview-embracing-the-spirit-of-imagination
Bulgingsnake,"23 March, 2023",My lego characters most certainly drowned when I was a kid! These are some wild assumptions from Mr. McCaffrey.,lego-2k-drive-preview-embracing-the-spirit-of-imagination
TheSlurrinSalarian,"23 March, 2023","Sounds cool.. reminds me of Diddy Kong Racing.. Wasnt that the one where the vehicles changed depending on flying, driving, and water? Either way.. id be real happy if they let you just build a vehicle.. even if its a big monstrosity that after putting together you realize it tips frontwards and wo...
See more",lego-2k-drive-preview-embracing-the-spirit-of-imagination
TazMan3875,"23 March, 2023",Well that’s on the “present for my 6 year old lego fanatic video game playing son” list…,lego-2k-drive-preview-embracing-the-spirit-of-imagination
_toot_,"23 March, 2023",what does the 2k stand for?,lego-2k-drive-preview-embracing-the-spirit-of-imagination
Oooowieee,"23 March, 2023","Looks like fun, gives me diddykong racing vibes",lego-2k-drive-preview-embracing-the-spirit-of-imagination
bugzap89,"23 March, 2023",Lords of the Fallen: 2. You're welcome; pay me. ,the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
MegaAsheMan,"23 March, 2023",The exact same name as the first? That doesn't make sense. Make some differentiation. ,the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
GurfMcBurf,"23 March, 2023",Should've just called it Dawn of the Planet of the Lords of the Fallen or something,the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
Maltodextrin,"23 March, 2023","I feel like this is kind of a remake. This game is the devs going ""we could have made the first game better. Give us a do over""",the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
SpaceJonk,"23 March, 2023",Shoulda just called it PREY,the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
Dreadborne,"23 March, 2023",Another souls game. The title doesn’t even remotely matter. Easy pass,the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
Blactrick2,"23 March, 2023","The unreal showcase got me intrigued. Never played the first but I might play the ""first""",the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
IzzyOtaku,"23 March, 2023","Wasnt that always the name of the game though? When they revealed it there was also initial confusion because the name was exactly the same. Even on the Twitter, the games official website, and everything the name remained the same. The only way you could accurately look it up was types ""new"" or ""2...
See more",the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
Greed1914,"23 March, 2023","And with that name change, now the most common question about the game will probably be, ""Is this a sequel, a remake, or a remaster?""",the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
Evil__Homer,"23 March, 2023","This looks good, hopefully it’s better than the first game.
First game was ok but it felt like the character was to heavy, sluggish and slow.",the-lords-of-the-fallen-sequel-to-lords-of-the-fallen-renamed-lords-of-the-fallen
midori85,"23 March, 2023","I always had hope that atari could make a comeback, but they can't compete with the likes of Nintendo Sony, and Microsoft,..  the time atari was king video game companies, were just video game companies. 
now playing felid is just too big, and you need to be a mega cooperation just to compete in the...
See more",atari-is-acquiring-system-shock-developer-night-dive-studios
Atmos_fear,"23 March, 2023","At this point, just lock the Atari brand in a vault somewhere and move on. Its a relic of time that has long passed. ",atari-is-acquiring-system-shock-developer-night-dive-studios
Rufio6789,"23 March, 2023","I think it’s a smart strategy for ‘Atari’. The brand name alone isn’t going to bring them success in the modern market. However, the ‘retro’ game market is only going to grow (IMO) in the future. If they can lead the way in acquiring old IPs and some of the old developers along with it, then they c...See more",atari-is-acquiring-system-shock-developer-night-dive-studios
Lord_Woffingshiri,"23 March, 2023",I was hoping acquiring a game studio was a signal that Atari might want to be a games company again rather than a joke. But their reasons for the acquisition seems like we're just going to see remasters of old games.,atari-is-acquiring-system-shock-developer-night-dive-studios
Bomberman135,"23 March, 2023",Today I learned the Atari brand still somehow exists. ,atari-is-acquiring-system-shock-developer-night-dive-studios
kennybaker,"23 March, 2023","For 10 million dollars supposedly. I don't know how Atari can afford 10 mill.
This 4th or 5th new version of the company looks like they could go bankrupt at any minute ",atari-is-acquiring-system-shock-developer-night-dive-studios
McGarnicle,"23 March, 2023",This is what it’s like being an Atari owner,atari-is-acquiring-system-shock-developer-night-dive-studios
UniqueID,"23 March, 2023",Is Atari ever gonna release the 2700?,atari-is-acquiring-system-shock-developer-night-dive-studios
Bulgingsnake,"23 March, 2023",Atari has Xbox & Sony by the balls now!,atari-is-acquiring-system-shock-developer-night-dive-studios
Keji|Goto,"23 March, 2023",Not sure how a record of success aligns with anything Atari has done in years and years now...,atari-is-acquiring-system-shock-developer-night-dive-studios
HeavyWulf,"23 March, 2023","Can't wait till tomorrow, already put in my PTO months ago so I can stay home and play RE4 all weekend!",how-long-is-resident-evil-4
Assburgers,"23 March, 2023","With the lack of really good games lately, I'm gonna savor the heck out of this game. Haven't played this in like 15+ years so it's gonna kinda feel like a whole new experience, especially with all the QOL improvements they added in.",how-long-is-resident-evil-4
BloodborneOrigins,"23 March, 2023","If you’re reviewing games, you’re never going to know how great it is if you only play it on normal. You don’t learn anything playing normal. ",how-long-is-resident-evil-4
chicagotops,"23 March, 2023","It took me 22 hrs to finish Dead Space. 
Thank you Devs!",how-long-is-resident-evil-4
