Author,Timestamp,Comment,Article
micha7492,"25 February, 2023",So with that logic the whole world should boycott anything US made for the many for the many unjust wars they started.. Bored and boring people complain about anything. ,atomic-heart-apologizes-for-racist-cartoon-no-comment-on-ukraine-statement
KNIGHTWOLVES,"24 February, 2023","Definitely Doom/Duke Nukem style dialogue for the main character, not always bad but would prefer silent protagonist. The side conversations and story elements are really good though, especially the radio dialogue and the Chirpies I think. The cartoons are good so far, nothing too bad compared to s...See more",atomic-heart-apologizes-for-racist-cartoon-no-comment-on-ukraine-statement
ForceStream,"24 February, 2023","I havent started the game yet, so taking all this into account i'll just hold off buying/playing it for now, I can wait a few years if needed, it's not like this is a must play game anyway.",atomic-heart-apologizes-for-racist-cartoon-no-comment-on-ukraine-statement
skunkhunt42,"4 March, 2023","We’re going to pretend Disney didn’t have racist portrayals? 
It’s a cartoon inside a video game, move on.",atomic-heart-apologizes-for-racist-cartoon-no-comment-on-ukraine-statement
reptileegg,"24 February, 2023",Imagine posting a picture of Atomic Kitten and it not being the proper lineup with Kerry Katona. Talk about lazy.,ign-uk-podcast-685-you-kang-make-me-whole-again
Adenyne,"27 February, 2023","Actually did see old uncle Ant Man this weekend in Imax no less. Funny how my first time watching something on the big big screen was for the smallest Marvel hero. But it felt like a perfectly fine popcorn film. My ongoing complaint is everyone touching their face every five minutes to remove their...
See more",ign-uk-podcast-685-you-kang-make-me-whole-again
JudgePup,"24 February, 2023",IGN UK got all the tail. ,ign-uk-podcast-685-you-kang-make-me-whole-again
jdubs86O,"24 February, 2023",I like how they all have hair styles from the 2000s,ign-uk-podcast-685-you-kang-make-me-whole-again
Torcer,"24 February, 2023",Can you imagine IGN US hiring those cuties?,ign-uk-podcast-685-you-kang-make-me-whole-again
HouseWinsAlways,"24 February, 2023",Atomic Kitten brought me here.,ign-uk-podcast-685-you-kang-make-me-whole-again
MaverickPerry,"23 February, 2023","My only issue with the winners so far was ""Outstanding Technical Achievement"" with Elden Ring winning. Literally every other game in the category was technically more impressive. Even Digital Foundry put Forbidden West as their top technical game. If there was one category where Horizon could win, ...
See more",dice-awards-2023-winners-the-full-list
TheNeutralGamer,"24 February, 2023","Elden Ring was by far the best game of last year, and will probably be remembered in the top two or three games of the generation by the end of this decade. A true genuine masterpiece. ",dice-awards-2023-winners-the-full-list
Bozzwick,"23 February, 2023",Ragnarok and elden ring dominating another award show. Love to see good single player (mostly in elden rings case) games without any added monetization BS paying off in sales and accolades.,dice-awards-2023-winners-the-full-list
orcflesh2075,"24 February, 2023","Even with as much recognition, praise and awards that Elden Ring has got. Its still underrated",dice-awards-2023-winners-the-full-list
vavanvil,"24 February, 2023",I liked Elden Ring it’s a great game but the hype for it is out of proportion,dice-awards-2023-winners-the-full-list
McGarnicle,"24 February, 2023","From Software should always win at least a nomination for Best Art Direction.
Also, Amicia > Aloy, and it’s not a close contest.",dice-awards-2023-winners-the-full-list
mikeyhavik815,"24 February, 2023","I’m still cleaning up postgame stuff in Hogwarts and diving into PSVR2, but I also just got volume 1 of the Elden Ring strategy guide and really wanna do a full 100% everything replay following it to the letter. Along with this years release schedule, feeling spoiled and overwhelmed with gaming opt...
See more",dice-awards-2023-winners-the-full-list
Combat_Evolved,"24 February, 2023","GoW winning in movie-wanna-be stuff like animation and characters while ER wins in stuff that matters in gaming like Game of the Year, best Game Design and best technical achievement ;p",dice-awards-2023-winners-the-full-list
midori85,"23 February, 2023","Another sony show, and Elden Ring",dice-awards-2023-winners-the-full-list
bugzap89,"23 February, 2023","Single-player games dominating, even if I didn't think raganarok was anything above a pretty DLC with far too much rehashing of areas from the first game. Keep it up developers, this is the way. ",dice-awards-2023-winners-the-full-list
Bman35147,"23 February, 2023","Great lineup, I mean idk what condition 2042 is in now but it can't be worse than launch and Minecraft Dungeons + Codevein alone make it worthwhile. ",playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
StarOceanBlue,"23 February, 2023","Ps plus continues to be the best deal in gaming. 
Lots of great games and new games, best ps plus month ever! ",playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
tenken8,"24 February, 2023","New Wo Long Fallen Dynasty demo is out now.
Progression carries over to the full game if purchased (or Game Pass).",playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
crowbar_inflicts,"24 February, 2023",Fenyx was absolutely surprising and charming...got it on GamePass though...enjoying The Quarry on PS Plus Extra... definitely Platinum it,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
Stone-coldmal123,"24 February, 2023",Plus still continues to provide great monthly games whereas Gold has all but abandoned them for Game Pass. Thankfully as a subscriber to both Plus and Game Pass I still can reap the rewards of both. ,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
DisasterArtist,"23 February, 2023",Great month again.,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
ChadWardenPSTriple,"23 February, 2023",I've always wanted to try Code Vein. Another great month for PS+.,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
filmsdirector,"23 February, 2023",Another fantastic month for PS+. Looking forward to trying Battlefield and Ghostwire.,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
swimthestyx1066,"24 February, 2023","Nothing really for me this month, but the three games on offer are fairly well-received and very different from one another which is a good thing. ",playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
BceBears2,"24 February, 2023",Not a bad lineup. I thought Code Vein was a fun action RPG outside of some frustrating level design at times. ,playstation-plus-games-for-march-2023-headlined-by-battlefield-2042
jtamez679,"23 February, 2023","I’ve had a lot of fun with the game, it actually feels like a lived in world. Hogwarts castle and Hogsmeade have so much life, other games should take note. ",harry-potter-hogwarts-legacy-sales
Hightechcaveman,"23 February, 2023","This game’s been great so far. It’s fun, true to its source material, and there’s a lot to do. ",harry-potter-hogwarts-legacy-sales
alucard2003,"23 February, 2023",I can’t help but feel like all the people trying to cause mayhem and wanting people to boycott this game actually helped it sell even more.,harry-potter-hogwarts-legacy-sales
FromSoftIsGoat,"23 February, 2023","I’ve only had time to sink in a few hours, 90% being me just exploring Hogwarts Castle and chasing down collectibles. Haven’t even done a quest yet but I’ve already seen enough to be wildly impressed. Can’t wait to see where this game goes once I get to play more and everything opens up. This world...
See more",harry-potter-hogwarts-legacy-sales
J-Bigg,"23 February, 2023","Sounds like we're probably getting a sequel, if we weren't already. Hopefully they don't get too carried away and turn it into a live service type game that usually isn't good. I would mind some light co-op, even as small as other players running around & quidditch.",harry-potter-hogwarts-legacy-sales
ShrimpsAndPrimeRib,"23 February, 2023","GG everyone but the numbers speak for themselves. The controversy didn't affect game sales. For everyone that was affected by JK Rowlings words (first of all you probably haven't been on the internet since 1983) you should probably get off the internet and go back to playing Among Us with quick cha...
See more",harry-potter-hogwarts-legacy-sales
jmele,"23 February, 2023",I’m so glad the effort from the media to derail this game failed. Truth won.,harry-potter-hogwarts-legacy-sales
nondisclosed,"23 February, 2023",Thats good. The games pretty fun and well put together.,harry-potter-hogwarts-legacy-sales
TheNeuroticSnail,"23 February, 2023","I bet the devs have been on a hell of a roller coaster over the past month. I’m glad it had a happy ending for them, they deserve it. ",harry-potter-hogwarts-legacy-sales
WhiteMage79,"25 February, 2023","Yep. A certain staff writer at IGN is outraged at these sales numbers. Oh well, I will go and enjoy my game. ",harry-potter-hogwarts-legacy-sales
JTZ29,"23 February, 2023","Hey, I'm all for big expansions for CoD games, giving each main entry basically a two-year life cycle. But, I'm not thrilled about Sledgehammer leading this expansion. They're absolutely the weakest of the main 3 CoD devs, and after the disaster that was Vanguard, I'm not too eager to see anything ...
See more",call-of-duty-2023-report
Soruyo,"23 February, 2023",The devs behind Vanguard? Ooof..,call-of-duty-2023-report
SpectralFire,"26 February, 2023","Maybe they should make a CoD using all three studios at once. Have each one focus on what they are best at  so it could have an even amount of polish and not seemingly rushing certain aspects because they have to be in a CoD game. Let Warzone be it’s own game, even more so than now, and focus on a ...
See more",call-of-duty-2023-report
blacko1024,"24 February, 2023",Idc who making the game after mw2 I will never pay full price again...,call-of-duty-2023-report
NexusChelsea,"24 February, 2023",I just don't understand. There's a new call of duty every year. Don't people have any franchise fatigue? Personally I haven't played a COD games since infinite warfare as it became too much at that point.,call-of-duty-2023-report
_toot_,"24 February, 2023",what happened to the two year cycle they said mw2 was having ,call-of-duty-2023-report
CmdrTelcontar,"24 February, 2023","Unlike most people I actually enjoyed AW and WW2. But after Vanguard, my excitement for another SHG game is pretty much null. ",call-of-duty-2023-report
Dickey_Moe82,"24 February, 2023","Sledgehammer has never developed a good COD game. But honestly COD as a franchise is dead. There hasn't been a good campaign since the original MW trilogy when the story telling was interesting. You can't recreate those jaw dropping moments, and how all three stories connected at the end. COD now i...
See more",call-of-duty-2023-report
domestico,"23 February, 2023",Could we not leave MW campaigns in the hands of the people who gave us Vanguard? Seriously?,call-of-duty-2023-report
|The_Authority|,"23 February, 2023",Ugh Sledgehammer. Releases have been buggy but Vanguard was on another level. Barely playable.,call-of-duty-2023-report
giles77,"23 February, 2023","Great news. Have played MK since the classic in the arcade. MK and SF are my two favorite fighting series and both will have new releases this year.
Can't wait.",mortal-kombat-12-confirmed-for-2023-release
destroyallgamers,"23 February, 2023","I need a bigger roster, deeper move set per character, and lastly much less emphasis on zoning than MK11…
Day 1 preorder regardless, even if I didn’t want to (this is the wife’s main franchise) ",mortal-kombat-12-confirmed-for-2023-release
HouseWinsAlways,"23 February, 2023","Even though 11 was more fluid, X had better atmosphere and character design, imo.",mortal-kombat-12-confirmed-for-2023-release
Sir_Loxley,"23 February, 2023","Man, I was hoping for Injustice 3 over this.  We were due for it.  Now I have no hope for getting Injustice 3 at all, sadly.  ",mortal-kombat-12-confirmed-for-2023-release
A_ManAndHis_Games,"24 February, 2023",I better get X-rays so realistic. You can see fully ray-traced individual cells dividing under their skin.,mortal-kombat-12-confirmed-for-2023-release
TheDodgerHatKid,"24 February, 2023","I wonder if the rumors of it being a Trilogy/Armageddon type of game is true. One game with every playable character from MK 9, X and 11. It's due for that kind of game. Hopefully it will also have all previous guest DLC characters too.",mortal-kombat-12-confirmed-for-2023-release
Prince_of_theUniverse,"23 February, 2023",Wonder who the guest characters will be?,mortal-kombat-12-confirmed-for-2023-release
Araknyd03,"23 February, 2023","Eh, I kinda wanted a Shaolin Monks type of sequel or Injustice 3. I'll eventually end up getting MK12 and SF6 once the complete editions for each are out. MK11 was the last day-1 fighting game for me. Don't play online for the most part anyways these days, and I don't care to buy the eventual DLC p...
See more",mortal-kombat-12-confirmed-for-2023-release
Rhino132_688521,"23 February, 2023",No Injustice 3? That’s a bit of a disappointment. ,mortal-kombat-12-confirmed-for-2023-release
Unbreakable_666,"24 February, 2023",I hope MK12 is more like MK10. MK11 had awful pacing and the fighting didn't flow right and seemed either too clunky or like a forced reset after every single move. And it would be cool to get The Creeper as a DLC fighter.,mortal-kombat-12-confirmed-for-2023-release
shane22086,"23 February, 2023","Glad to see that I am far from the only one who is nothing but disappointed to hear the word, “live service.”  It’s clear that the live service bubble has recently burst due to the recent discontinuing of several games.  A good live service game is possible but that’s not what people want from fran...See more",suicide-squad-gameplay-state-of-play
ILikeYourFace,"23 February, 2023","So... super hero stories compared to live service adventure games : 
-Creative hero vs villain fights /big portion of the game fighting generic enemies. 
-The protagonist ussualy feels powerfull / the player character needs 20 punchs(or more if the gear is weak) to defeat 1 normal ennemy. 
-A story th...
See more",suicide-squad-gameplay-state-of-play
ALL_FLASH,"23 February, 2023",Watching Harley swing around like Spiderman just made me laugh for the wrong reason. Because it looked bad. Gameplay looked very generic & honestly watching these characters all have jet packs & grapple lines etc just takes away from the characters themselves & makes the game feel bland. Specially ...See more,suicide-squad-gameplay-state-of-play
SenturyGames,"23 February, 2023",I'm not feeling it guys.. Just feels like Gotham Knights/Avengers. ,suicide-squad-gameplay-state-of-play
bricktonofmeboo,"23 February, 2023",Well one less game I need to buy now.,suicide-squad-gameplay-state-of-play
BlackGift,"23 February, 2023",“Live Service” is kind of like hearing a game is “mobile”. ,suicide-squad-gameplay-state-of-play
spman345,"23 February, 2023",Not you Rocksteady. How the mighty ones have fallen! ,suicide-squad-gameplay-state-of-play
Cyndrus,"23 February, 2023",I'll reserve judgement until I've played it. Avengers looked good up until I got my hands on the beta. Midnight Suns looked lame until I tried over in the free weekend and loved it.,suicide-squad-gameplay-state-of-play
guyver12,"23 February, 2023","Dearly beloved, we are gathered here today to morn the premature death of another game that could have been.",suicide-squad-gameplay-state-of-play
tinoCochino1986,"23 February, 2023","welp, at least we got 3 good batman games before the studio carked it.",suicide-squad-gameplay-state-of-play
Ndbrowder,"23 February, 2023","Super excited, that trailer was madness. ",destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
RealSimple,"23 February, 2023",I can’t wait!!! One of the best games ever. ,destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
Captainwillard_82,"23 February, 2023",Already preordered and ready.,destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
Berric_Dondarrion,"23 February, 2023","The story seems to be wild this time, looks awesome.",destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
alpha3443,"23 February, 2023",I cant believe people are still throwing money away at this game.,destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
SHA0LiNFANT5TiC,"24 February, 2023",3 days to go space wizards!,destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
PocketLoot,"24 February, 2023",I have to catch up now. ,destiny-2-lightfall-launch-trailer-debuts-during-sonys-state-of-play
spman345,"23 February, 2023",We got DK mine cart sections in the game now?!,resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
spman345,"23 February, 2023",Seeing Krauser got me hyped only to find QTEs make a comeback. Nope! Hoping it’s not prevalent throughout the fight. ,resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
Drogom,"23 February, 2023",Seeing this just makes me sad we probably won't get a code Veronica remake.,resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
jtamez679,"23 February, 2023",Looks fantastic and still has the campiness of the original. The parry looks great. I cannot wait to jump into the demo and game this spring. ,resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
Assassin92,"23 February, 2023","The official ""We didn't cut ANYTHING out of this Remake"" trailer. Love to see it.",resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
spman345,"23 February, 2023",Krauser getting ready for rematch like…,resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
loak3d,"23 February, 2023","it's been awhile since i played this game, but it's certainly a favorite. Have they clarified if it's the entire RE4 experience, or if it'll be a more edited version for modern day",resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
Daryno90,"23 February, 2023","Best part of the show right here, can’t wait. Strange how there are so many remakes (dead space, Silent hill 2, RE4, Like a dragon Ishin) have come/are coming out this year ",resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
1111111111111111111111111,"23 February, 2023","There was a ton of stuff shown that i don't remember at all from the original game, i don't know if that means i have a bad memory or that there are a lot of new content.",resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
KNIGHTWOLVES,"23 February, 2023","Looks good, some of the gameplay didn’t look too impactful though, like the hit box detection wasn’t working or something. ",resident-evil-4-gets-new-gameplay-footage-releasing-demo-soon
CollusionWorks,"23 February, 2023","I'm really excited! As a T Hawk main, I'm glad that he is represented, even in this way. This means that his story is complete. He saved Juli and now their child sets out to see the world. 
His story was one of the saddest in the whole SF series so I'm really happy to see him get the happy ending he...
See more",street-fighter-6-showcases-three-new-characters-including-cammy
jtamez679,"23 February, 2023","Lily looks awesome, I couldn’t tell you what the mace like weapons are but the wind movement has some sweet animations. 
If I can say one thing about this game, is that it has some of the best character animations I’ve ever seen. It’s really makes each character stand out and feel unique. ",street-fighter-6-showcases-three-new-characters-including-cammy
shoras,"23 February, 2023",Best part of the show.,street-fighter-6-showcases-three-new-characters-including-cammy
NDWest14,"23 February, 2023","Cammy was my main in SF4, went 25 rounds undefeated online and it remains one of my best achievements in gaming.",street-fighter-6-showcases-three-new-characters-including-cammy
MJTH,"24 February, 2023","After seeing that Lily gameplay, I almost feel like loading up USF4 and grinding out some T Hawk gameplay. 
Hopefully Capcom announce an open beta at some point. I played SF6 at an event last year, and ever since then I've been wanting to just play it more!",street-fighter-6-showcases-three-new-characters-including-cammy
getslayer,"24 February, 2023",Cammy redesign looks actually nice I'm impressed (and usually I'm an old farty complainer yelling at clouds while reminiscing about Super Street Fighter 2 model... but def SF2 Turbo even more so) ,street-fighter-6-showcases-three-new-characters-including-cammy
freeman_ep1,"24 February, 2023",I just want to know if we'll be getting Dudley in any future DLC. If that's the case then I wouldn't mind taking the ultimate package.,street-fighter-6-showcases-three-new-characters-including-cammy
MettaKatt,"24 February, 2023","Cammy has never not looked good, even in SFV (the worst looking SF)",street-fighter-6-showcases-three-new-characters-including-cammy
NoPainNoBane,"23 February, 2023","Oh, sh#t. Cammy did the thing from the movie!",street-fighter-6-showcases-three-new-characters-including-cammy
Spermtwo,"23 February, 2023","Nope, not feeling Cammy’s mommy cut. Long pigtails or clean bun. Cammy never needs to talk to the manager.",street-fighter-6-showcases-three-new-characters-including-cammy
jtamez679,"23 February, 2023","A Night in the Woods meets Life is Strange. Two games I really enjoyed and if it is anywhere near as good as either, I’ll give it a shot. ",goodbye-volcano-high-launches-on-june-15-2023
TheNeutralGamer,"23 February, 2023",Looks like a dream game for journalists ,goodbye-volcano-high-launches-on-june-15-2023
Kenkuma,"23 February, 2023",Xbox gets Hi-Fi Rush and PlayStation get this? Okay..,goodbye-volcano-high-launches-on-june-15-2023
A42OB,"23 February, 2023",It's like Bocchi The Rock and her bandmates became furries.,goodbye-volcano-high-launches-on-june-15-2023
Wolfoso,"24 February, 2023","Wasn't this one that spent so much in development hell that someone took upon themselves to make a parallel game, and was actually good?",goodbye-volcano-high-launches-on-june-15-2023
Daryno90,"23 February, 2023",So when does the meteor come and wipe them all out?,goodbye-volcano-high-launches-on-june-15-2023
Patsfan365,"23 February, 2023",2013 Playstation would've launched Jim Ryan out of a cannon if he tried showing this trash at a press conference. How is he not fired yet.,goodbye-volcano-high-launches-on-june-15-2023
Wookiedough,"23 February, 2023",this game looks so cringe & trash! ,goodbye-volcano-high-launches-on-june-15-2023
IShouldNotBeHere,"23 February, 2023",i felt weird just watching the trailer. imma take a shower,goodbye-volcano-high-launches-on-june-15-2023
Kenkuma,"23 February, 2023","Never have a seen a game that goes from Lemmings with a dog, to a full on Jedi battle in the same game.",humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
Camalama,"23 February, 2023",This actually looks pretty interesting. A dope take on Lemmings seems pretty timely for some reason.,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
TheMellowMood420,"23 February, 2023",I love animals but I need more than animal walking simulators to get me excited for Sony again.,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
ParadoxalDream,"23 February, 2023",This was the only thing vaguely intriguing in the State of Play,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
JAPPLESAREGOOD,"23 February, 2023",They made a new Lemmings!? Nice!,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
Oooowieee,"23 February, 2023",Looks neat,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
Goblinkun,"24 February, 2023",Lemmings replaced with humans😂,humanity-is-the-next-game-from-the-developers-of-tetris-effect-and-rez-infinite
StylesT,"23 February, 2023",Just tried Horizon on the vr very briefly....certainly impressed both me and the missus ...first time using a vr,sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
ScaryCristo,"23 February, 2023","Before Your Eyes is a 10/10 experience, just play that. ",sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
Chowie91,"25 February, 2023",They look great but Sony really need to announce a big one like HL Alyx to shut the neysayers up. Even if it’s not releasing till the end of the year ,sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
Thrombeldinbar,"25 February, 2023",VR Headsets are not particularly glasses friendly!! Especially if you wear ‘big glasses’. Will be interested to find out what folks think of that PSVR 2 in that respect. Only played my PSVR 1 (expensive door stop) a handful of times for that very reason! The convex lenses of the headset would rub o...See more,sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
HawkyChan,"23 February, 2023","Still haven’t picked up my PSVR, had it shipped to my parents house, cause I live in the hood. ",sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
MaxxDiamond,"25 February, 2023","You will be amazed for a while, and then eventually you will get tired of playing in VR. When I first tried VR it was awesome, and then it became a pain to put on and use, and the slight pressure in your head and eyes will get annoying as well. As other VR headsets are going wireless, Sony’s VR is ...
See more",sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
gangstamario511,"25 February, 2023","I installed like a hundred custom beat saber maps yesterday.  Felt pretty productive, some of them are even good.",sony-reveals-five-ps-vr2-titles-coming-this-year-during-state-of-play
